feature,1,2,3,4,5,6,7,8,9,10
VG_min,0.0005490215111323454,0.0005651431218776331,0.0004823829480730552,0.0005321019413567656,0.0007320207328009411,0.0005440848704936457,0.000762209490527156,0.000749184927879899,0.0006907066909122869,0.0008751003311963078
VG_max,0.0007160232541497704,0.0008075497586142276,0.0007779740861570966,0.0008571719513141724,0.0009835165378711183,0.0007445654690948698,0.0007603834121667986,0.0008770835256872749,0.0008288355720693673,0.0008087054756265579
CG_mean,0.00038187192174764733,0.0002942385532089066,0.0003608543990164397,0.00035108457077484274,0.0005302312798814948,0.0003220268204929474,0.0004066349690740486,0.0003423928316143447,0.00038640422139126504,0.00036317063112727133
CG_coeff_variation,0.00039615069986792225,0.0003650670529987835,0.0004316109572969507,0.0003678713457182908,0.000386844023225237,0.0003707217883636558,0.0003426421685010489,0.00036159665539712877,0.0004527964661514957,0.00041432066084242216
CG_min,0.00026659771511931824,0.0002807988921603433,0.00029846075432067543,0.00021928128856336568,0.0002690273629790936,0.00020670837667627668,0.0002703908736016742,0.00028247507179542623,0.0002809707974878369,0.0002918531760262639
CG_max,0.00037222814341275064,0.00037662960919995515,0.00041230731671695935,0.0003718263601260903,0.00036454262224710414,0.00037306284125555194,0.0004544941545811588,0.0002813725199576843,0.00043057670765897944,0.00037482633853107576
CG_entropy,0.0003950450918272068,0.0003885877055162912,0.00038733811226360383,0.0003720657300184681,0.0003742430762896684,0.0003658934534802039,0.00035154654718959675,0.0003362743874760139,0.00040945827246621286,0.00038931789608298383
cluster_coeff_mean,0.0003829274642222469,0.00037439784083227794,0.00041307961681633933,0.00040555001091646046,0.000432563602578024,0.0004842345440150728,0.00038018303761346164,0.00042784826835148555,0.00041453162742502973,0.0004270080806909186
cluster_coeff_coeff_variation,0.00032530106015087566,0.00026094958343570655,0.000312319790355208,0.000338676917363026,0.00024389928078919181,0.00035231948599709904,0.00029964450848969166,0.0002730291844820273,0.00033065623345071544,0.00027666366350978516
cluster_coeff_min,0.00030238014016788033,0.00036971929571018487,0.00024521561114863676,0.0002829158905731781,0.00035565611538260894,0.0002834834848046966,0.0002909656985050304,0.0003384566651590728,0.000266303230997138,0.00028203823568287667
cluster_coeff_max,0.0003042147866261716,0.00025362024335785717,0.00027309219227681866,0.00031304662426273746,0.00025025539444175466,0.00030633142584899964,0.00028152704350513776,0.0002658458004875351,0.0002588521364446944,0.0002395042640753281
cluster_coeff_entropy,0.00035896475869090304,0.000363925190113502,0.0003302738702398744,0.00038877214865106743,0.0004151242365868454,0.0004552993036772546,0.0004182395588204146,0.00032117308043662623,0.0003735433166924757,0.00032913836288566773
DIAMETER_mean,0.0010116967969379176,0.0010854588737113037,0.0010267352498913654,0.0010293664688016525,0.0009148703665575375,0.0011638519406799678,0.0010814307645535199,0.0011636091100411857,0.0009047968803001783,0.0010164661477748305
DIAMETER_coeff_variation,0.0003326923817808206,0.0003151239479193371,0.00032261587716616967,0.0003033946361548166,0.00035026228977705885,0.0003207852029501372,0.00035932849837173474,0.0003469813587242557,0.00036282082727737277,0.0002680474177829282
DIAMETER_min,0.0003641199099224845,0.0003586448999806632,0.00030907989383822726,0.0003992777010820756,0.0003788708303193658,0.0003751624349515922,0.0003296453566656814,0.0003878845550468717,0.00036759343567423664,0.00030651747085817875
DIAMETER_max,0.0006378212377457043,0.0007539818005773705,0.0007645744472865164,0.0005273281355537748,0.0008938830373569752,0.0007360472931670861,0.0006900663142730161,0.0008351020885261846,0.0006845800431230077,0.00048628921346964
